Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-16 00:00:00-04:00,5.928680419921874,5.942909126279409,5.928680419921874,5.928680419921875,188800,0.0,0
2004-08-17 00:00:00-04:00,5.9286799897481925,5.947651747622491,5.9286799897481925,5.933423042297363,153600,0.0,0
2004-08-18 00:00:00-04:00,5.9286799897481925,5.999823968696216,5.9286799897481925,5.933423042297363,149800,0.0,0
2004-08-19 00:00:00-04:00,5.928676252831624,5.952391048307372,5.928676252831624,5.942904949188232,126900,0.0,0
2004-08-20 00:00:00-04:00,5.942908380876812,5.97136624234491,5.928679676303944,5.952394485473633,144900,0.0,0
2004-08-23 00:00:00-04:00,5.952394485473632,5.97136624234491,5.928679676303944,5.952394485473633,64400,0.0,0
2004-08-24 00:00:00-04:00,5.952396636267765,6.1610860372580785,5.952396636267765,6.15634298324585,382900,0.0,0
2004-08-25 00:00:00-04:00,6.047251334557166,6.208511442516912,6.047251334557166,6.165824890136719,500200,0.0,0
2004-08-26 00:00:00-04:00,6.189539876323936,6.379257389980775,6.142110271748611,6.346056938171387,435200,0.0,0
2004-08-27 00:00:00-04:00,6.35554620107522,6.46463417269045,6.265430443934369,6.379261016845703,694300,0.0,0
2004-08-30 00:00:00-04:00,6.379259701535466,6.445661081537327,6.33183053209619,6.39348840713501,119100,0.0,0
2004-08-31 00:00:00-04:00,6.421944757392483,6.5452613830566415,6.165825855340462,6.545261383056641,261900,0.0,0
2004-09-01 00:00:00-04:00,6.782410356695426,6.820353874446589,6.365031209110216,6.474118709564209,170900,0.0,0
2004-09-02 00:00:00-04:00,6.4741169199730795,6.5832048425951335,6.213255420622403,6.540518283843994,149200,0.0,0
2004-09-03 00:00:00-04:00,6.42668953853646,6.564234903465031,6.40297472686138,6.474118709564209,88600,0.0,0
2004-09-07 00:00:00-04:00,6.426687808915478,6.568976188349332,6.384001249853093,6.545261383056641,101100,0.0,0
2004-09-08 00:00:00-04:00,6.545263144589448,6.559491850665532,6.455146950688627,6.474118709564209,93800,0.0,0
2004-09-09 00:00:00-04:00,6.474115162411568,6.502573011294157,6.360284671525539,6.398228168487549,113900,0.0,0
2004-09-10 00:00:00-04:00,6.35554257404259,6.512059635553871,6.284398619654638,6.450401782989502,139900,0.0,0
2004-09-13 00:00:00-04:00,6.264383549196933,6.575211549100281,6.187871613548296,6.556083679199219,223700,0.111,0
2004-09-14 00:00:00-04:00,6.527392250039003,6.527392250039003,6.360023486936002,6.460444927215576,130000,0.0,0
2004-09-15 00:00:00-04:00,6.360023590171991,6.479572904062275,6.259602148262375,6.3839335441589355,138800,0.0,0
2004-09-16 00:00:00-04:00,6.383933308098595,6.446098547703735,6.264383998628917,6.374369144439697,126300,0.0,0
2004-09-17 00:00:00-04:00,6.001379097943182,6.522614479064941,6.001379097943182,6.522614479064941,400200,0.0,0
2004-09-20 00:00:00-04:00,6.474790822055998,6.5226107300298874,6.278730020243043,6.3839335441589355,112300,0.0,0
2004-09-21 00:00:00-04:00,6.36002539579174,6.50348470439726,6.350461229063907,6.441318988800049,243700,0.0,0
2004-09-22 00:00:00-04:00,6.3122029981872805,6.513045860242528,6.2404736000437175,6.455662250518799,455800,0.0,0
2004-09-23 00:00:00-04:00,6.407844273228978,6.52739361008806,6.321769060800718,6.355242729187012,211000,0.0,0
2004-09-24 00:00:00-04:00,6.360022900979251,6.479572201914784,6.336112949583265,6.455662250518799,67500,0.0,0
2004-09-27 00:00:00-04:00,6.4795753254053885,6.4795753254053885,6.1830929708907565,6.240476608276367,182200,0.0,0
2004-09-28 00:00:00-04:00,6.245256628985951,6.283512374605465,6.0396316542477155,6.173526763916016,202900,0.0,0
